,movie_id,company_id
150,4482,82
151,4482,1614
152,4482,3823
153,4482,5358
154,10634,12
155,755,59
156,755,7405
157,755,11705
158,755,53009
159,11859,1885
160,11859,6194
161,28387,5841
162,28387,5842
163,48750,1742
164,48750,5358
165,48750,22123
166,20927,12
167,20927,4286
168,36929,6194
169,36929,10210
170,9102,3388
171,9102,4899
172,9102,7958
173,9102,23096
174,9102,23097
175,9102,23098
176,124626,4606
177,124626,83201
178,124626,93174
179,27526,14
180,9623,441
181,46785,38953
182,46785,38954
183,400,14
184,880,575
185,880,576
186,880,577
187,146599,38196
188,146599,38197
189,8447,2492
190,8447,8888
191,10534,915
192,10534,1644
193,10534,1645
194,17414,306
195,17414,3311
196,13997,4
197,2086,4
198,61548,14
199,61548,4665
200,9095,559
201,9095,18737
202,12158,4
203,9283,14
204,9283,979
205,9208,306
206,9208,456
207,9208,11362
208,40154,97
209,40154,75942
210,406,802
211,406,1382
212,406,5358
213,406,5869
214,406,16366
215,406,22684
216,406,68517
217,406,68518
218,45549,181
219,63076,3324
220,63076,7025
221,63076,12113
222,63076,12911
223,63076,12912
224,63076,12913
225,11062,5
226,11062,97
227,13685,18
228,13685,441
229,47475,9195
230,2045,8411
231,2045,10308
232,2045,10355
233,9614,33
234,9614,1606
235,9614,3929
236,688,56
237,688,171
238,688,6194
239,10874,2
240,10874,2504
241,10874,6254
242,197,4564
243,197,7965
244,197,11353
245,103,441
246,103,46059
247,103,46060
248,33542,12
249,33542,2521
250,43566,175
251,43566,915
252,71754,806
253,71754,2055
254,71754,3498
255,71754,9116
256,71754,12745
257,71754,17027
258,71754,22150
259,71754,38673
260,71754,38674
261,71754,40534
262,71754,85045
263,43612,83
264,43612,591
265,43612,694
266,43612,883
267,43612,885
268,16934,3236
269,10324,559
270,10324,11061
271,78406,11308
272,55731,559
273,11066,4
274,11104,540
275,11104,10932
276,37975,371
277,2074,14
278,27793,264
279,27793,1766
280,27793,1979
281,27793,6194
282,27793,53009
283,44284,22029
284,44284,22618
285,44284,71842
286,73067,8
287,73067,181
288,73067,1898
289,73067,5358
290,11863,4
291,9101,306
292,123360,68229
293,39428,181
294,39428,38778
295,39428,94477
296,39428,94478
297,9302,1504
298,9302,9195
299,11000,60
300,16388,43
301,9737,5
302,9737,10288
303,30765,6194
304,10474,12
305,10474,3492
306,22279,8
307,22279,5996
308,22279,12745
309,22279,16027
310,30157,181
311,30157,3644
312,30157,3906
313,30157,7248
314,30157,16366
315,30157,37909
316,568,23
317,568,33
318,11780,60
319,11780,8989
320,34996,236
321,34996,1214
322,34996,5353
323,414,6194
324,414,31080
325,649,386
326,649,387
327,649,11290
328,1873,5
329,1873,97
330,5894,14
331,5894,30334
332,1775,1382
333,8839,33
334,8839,56
335,8839,11098
336,20649,33
337,20649,4319
338,10329,4
339,10329,7383
340,8963,915
341,8963,10288
342,26564,4532
343,8068,5
344,8068,11705
345,8512,559
346,8512,2510
347,1572,306
348,1572,1504
349,13552,729
350,13552,1474
351,13552,2765
352,13552,18902
353,259209,9195
354,259209,20740
355,6520,441
356,6520,10158
357,9073,508
358,9073,644
359,9073,5358
360,9073,5739
361,9073,6194
362,10428,60
363,10428,87394
364,9886,559
365,9886,2480
366,9482,915
367,9482,1504
368,19326,559
369,9344,14
370,9071,13187
371,9071,13190
372,8973,60
373,8973,3557
374,15730,1203
375,15730,2267
376,15730,4350
377,15730,7320
378,15730,7828
379,15730,11578
380,15730,35859
381,47608,9195
382,2293,33
383,2293,37
384,2293,11462
385,2293,16934
386,9070,306
387,9070,2106
388,9070,9255
389,68274,1382
390,68274,10163
391,48787,16561
392,48787,38959
393,48787,38960
394,34574,37897
395,1642,5
396,11472,306
397,11472,436
398,36196,37890
399,11980,7405
400,58372,2492
401,58372,3906
402,58372,28205
403,32646,1422
404,32646,3906
405,32646,38692
406,32646,39861
407,10533,915
408,10533,1504
409,10802,60
410,10802,183
411,10802,14723
412,10149,14
413,18402,705
414,18402,6194
415,18402,16368
416,9348,8411
417,281,574
418,5967,1080
419,5967,1147
420,5967,14680
421,79593,915
422,79593,1382
423,79593,10201
424,47939,11308
425,36834,6849
426,36834,16026
427,36834,16027
428,9090,33
429,9090,56
430,3512,508
431,3512,6194
432,3512,17825
433,3512,21480
434,3512,63906
435,52856,915
436,9560,306
437,9560,2851
438,9804,33
439,9804,1073
440,9804,1302
441,9804,6092
442,31611,6068
443,31611,6911
444,31611,11661
445,65796,60
446,49805,4
447,26258,306
448,50797,5358
449,50797,6453
450,50797,6454
451,19155,6367
452,19155,12745
453,76,98
454,76,6194
455,11017,6365
456,37141,18189
457,9382,508
458,9382,644
459,9382,5358
460,9382,10104
461,9382,16192
462,6715,33
463,6715,1595
464,18256,4867
465,22625,364
466,22625,1898
467,22625,4127
468,22625,23808
469,2292,14
470,2292,16934
471,1909,12
472,1909,70
473,8984,6194
474,8984,11407
475,61813,15709
476,61813,52095
477,4954,4
478,62488,11308
479,62488,11661
480,11929,97
481,11929,441
482,8467,12
483,8467,11061
484,10451,5528
485,10451,10565
486,10451,25345
487,20156,14
488,20156,10166
489,20156,12800
490,18395,11308
491,522,9195
492,397,306
493,397,1382
494,397,10163
495,397,34207
496,10525,5
497,10525,97
498,27985,306
499,15789,2
500,27303,559
501,21183,21
502,10954,1429
503,10954,2359
504,10954,37581
505,72031,14
506,14275,8
507,14275,13042
508,1024,11
509,1024,14
510,1024,294
511,1024,2306
512,17207,175
513,17207,915
514,13701,5
515,13701,2630
516,13701,4564
517,14819,2
518,14819,175
519,32631,33
520,32631,11393
521,11777,4
522,628,360
523,87729,2370
524,87729,9195
525,18713,175
526,18713,9195
527,6280,33
528,6280,8816
529,9061,414
530,9061,6194
531,9061,36854
532,37108,2
533,37108,4063
534,6071,306
535,11,1
536,11,306
537,9587,5
538,19101,6194
539,49980,181
540,49980,983
541,17961,9209
542,18183,84803
543,18183,84804
544,4476,348
545,4476,559
546,4476,1656
547,11008,33
548,47504,8
549,47504,12
550,47504,285
551,32325,181
552,32325,2832
553,32325,3268
554,32325,36836
555,43742,6194
556,28313,4
557,11318,181
558,11318,798
559,11318,23022
560,3036,70
561,3036,559
562,40490,2
563,24070,559
564,8986,4
565,8986,862
566,10510,306
567,17402,915
568,38722,70
569,38722,3906
570,38722,20928
571,38722,89873
572,8438,2428
573,8438,6194
574,11593,4
575,11593,594
576,11593,761
577,1945,306
578,1945,802
579,1945,1382
580,39310,4319
581,109560,7260
582,109560,42935
583,56428,11139
584,63105,7954
585,63105,21437
586,131957,23098
587,241,508
588,241,644
589,241,4198
590,241,6194
591,241,10104
592,241,68551
593,9058,559
594,527,293
595,527,294
596,527,295
597,18220,12
598,18220,17067
599,18220,17068
600,6950,824
601,6950,2154
602,6950,6194
603,6950,16775
604,101,5
605,101,9
606,63020,28205
607,2307,915
608,680,14
609,680,59
610,680,216
611,41478,31080
612,41478,31715
613,41478,37580
614,25296,5528
615,40156,288
616,40156,1382
617,40156,53009
618,11450,316
619,11450,915
620,11450,11407
621,30304,84839
622,30304,84840
623,10452,82
624,10452,850
625,10452,5358
626,10452,6187
627,10452,6541
628,10452,7089
629,10452,8923
630,10452,18367
631,10452,18495
632,10452,53009
633,10452,75913
634,12106,559
635,161495,915
636,161495,10201
637,161495,12883
638,3586,14
639,110,38
640,110,183
641,110,591
642,110,1245
643,108,591
644,108,1610
645,109,183
646,109,591
647,109,850
648,92769,4899
649,92769,16953
650,92769,24946
651,28033,4
652,22586,4108
653,14334,29272
654,14334,29273
655,2636,2596
656,2636,6194
657,2636,11134
658,2164,347
659,2164,694
660,2164,10320
661,11395,2
662,11395,915
663,278,97
664,278,6194
665,9905,181
666,9905,359
667,9905,980
668,9905,1382
669,87078,78701
670,12527,14
671,12527,6647
672,12527,8861
673,12527,10015
674,20306,2832
675,20306,4063
676,36614,798
677,27993,12
678,27993,4733
679,27993,4734
680,31439,1078
681,31439,25299
682,9067,2231
683,9059,33
684,9059,69626
685,193,4
686,25066,4319
687,25066,11308
688,12122,33
689,11381,4
690,32636,58
691,36141,14729
692,95963,11308
693,95963,23808
694,95963,37350
695,1587,4
696,9271,4
697,2064,175
698,2064,915
699,19855,33
700,60855,8
701,60855,806
702,60855,4908
703,60855,17027
704,60855,36024
705,236,105
706,236,11840
707,236,39250
708,48287,441
709,48287,10157
710,3049,6194
711,3049,10210
712,2759,1382
713,12635,37
714,10497,8
715,10497,355
716,10497,441
717,10497,635
718,10497,5358
719,10497,8131
720,11382,14
721,9331,4
722,9331,2767
723,10731,508
724,10731,644
725,10731,6194
726,10464,12
727,34152,33
728,34152,4319
729,9495,14
730,9495,4028
731,9495,4029
732,9495,4030
733,9495,6455
734,29973,508
735,29973,644
736,29973,6194
737,29973,16823
738,888,33
739,888,56
740,888,1353
741,13,4
742,712,181
743,712,1382
744,712,10163
745,16295,441
746,16295,1947
747,48992,441
748,48992,37294
749,48992,37295
750,10879,175
751,10879,9195
752,10660,559
753,41647,181
754,41647,201
755,41647,4606
756,41647,12914
757,41647,12915
758,41647,12916
759,8587,2
760,8587,10217
761,1689,14
762,11596,12
763,854,12
764,854,552
765,9359,4564
766,9359,6194
767,23333,8
768,23333,14
769,36593,4
770,12280,23
771,12280,33
772,2788,33
773,2788,216
774,10427,278
775,10427,1382
776,11011,1302
777,11011,1885
778,11011,6194
779,49803,12
780,8987,33
781,8987,496
782,8987,662
783,1637,306
784,15128,8411
785,8831,33
786,8831,467
787,8831,552
788,8831,1644
789,8831,2982
790,8831,4248
791,36955,306
792,36955,574
793,10449,9195
794,10395,5
795,12160,335
796,12160,6194
797,12160,13040
798,12160,24217
799,40480,9195
800,40480,21857
801,52038,288
802,52038,2630
803,52038,11358
804,29444,37
805,29444,1382
806,26352,175
807,26352,915
808,39953,3923
809,39953,25583
810,315,170
811,18242,6215
812,18242,6216
813,18242,6217
814,11667,33
815,11667,7220
816,32502,278
817,32502,11061
818,32502,31080
819,32502,33419
820,28732,285
821,28732,826
822,28732,16835
823,75555,14280
824,75555,37300
825,42981,2
826,42981,90509
827,278939,888
828,291731,38179
829,291731,38289
830,203119,3268
831,203119,38276
832,8011,2662
833,8011,22240
834,8011,25129
835,8011,30655
836,2654,12
837,18069,12
838,19092,12
839,2758,4
840,2758,41
841,2758,258
842,38129,21222
843,10436,5
844,13595,306
845,13595,1595
846,13595,3929
847,46094,915
848,46094,1382
849,46094,10201
850,46094,12883
851,46094,82606
852,46094,82607
853,9409,9195
854,11853,306
855,11853,89311
856,16771,8
857,16771,97
858,16771,16737
859,46924,6194
860,46924,7049
861,46924,58750
862,46924,79560
863,46924,79561
864,11041,306
865,306,4
866,306,30
867,14522,6194
868,26203,12
869,178,2231
870,178,8411
871,19819,4
872,57834,14150
873,57834,18070
874,4722,6194
875,4722,10098
876,4722,10099
877,18215,70969
878,1607,7429
879,1607,11308
880,26391,9195
881,117553,5
882,117553,1350
883,6075,33
884,6075,1988
885,6075,11393
886,11310,5
887,11310,97
888,18658,8411
889,9350,559
890,9350,5358
891,9350,14723
892,9350,23246
893,9350,45728
894,9350,45729
895,9612,4
896,2124,915
897,2124,1504
898,26261,559
899,19176,23
900,19176,33
901,49299,8411
902,49299,36863
903,49299,36864
904,49299,36865
905,49299,68062
906,11566,5739
907,11566,6194
908,11566,8816
909,9571,37
910,9571,6556
911,9571,10932
912,9739,1885
913,9739,6194
914,34444,8
915,26141,8411
916,10997,708
917,10997,2269
918,10997,36863
919,50463,41
920,50463,365
921,10443,705
922,10443,6194
923,16297,705
924,16297,6194
925,18551,4
926,18551,705
927,18551,19534
928,25440,8
929,9024,13
930,9024,23
931,37233,4
932,37233,932
933,37233,1302
934,1634,104
935,1634,508
936,1634,644
937,1634,6194
938,1634,23397
939,13815,14
940,5503,6194
941,35588,5
942,2087,33
943,2087,1644
944,41579,8411
945,18620,1422
946,18620,8888
947,18620,89521
948,18620,89522
949,18620,89523
950,41006,37
951,4916,915
952,2019,33
953,2019,467
954,2019,11462
955,31642,508
956,31642,6194
957,9255,306
958,9255,11751
959,26271,272
960,26271,1930
961,26271,10348
962,10612,14
963,10612,983
964,2259,118
965,2259,705
966,2259,850
967,2259,10598
968,2259,13096
969,2259,33027
970,11934,1382
971,11934,1885
972,11934,6194
973,11934,10163
974,11934,23873
975,106143,18
976,106143,441
977,12475,915
978,9386,97
979,9386,441
980,59930,9195
981,15765,9195
982,31643,4
983,31643,11407
984,6,33
985,6,1644
986,6,4248
987,329,33
988,329,56
989,10909,278
990,10909,3589
991,507,285
992,34024,37
993,29918,4
994,9593,441
995,9593,55528
996,42580,9195
997,22317,11308
998,1413,360
999,1413,6194
1000,12121,508
1001,12121,6194
1002,2246,5
1003,2246,12
1004,2246,97
1005,2246,1023
1006,10502,4564
1007,10502,6194
1008,10440,559
1009,9516,12
1010,2320,1885
1011,2320,6194
1012,5879,6116
1013,5879,13139
1014,5879,14668
1015,83718,8888
1016,83718,10565
1017,11971,3102
1018,11971,8827
1019,2625,559
1020,2625,1177
1021,31911,6194
1022,31911,8888
1023,31911,16827
1024,788,306
1025,788,10230
1026,21450,10100
1027,21450,10932
1028,11231,441
1029,41588,508
1030,41588,644
1031,41588,4198
1032,41588,6194
1033,41588,10104
1034,10447,441
1035,10447,1280
1036,10447,1755
1037,10447,4972
1038,31586,5
1039,31586,12
1040,31586,97
1041,9300,11912
1042,9300,27593
1043,9300,36765
1044,9559,171
1045,9559,6194
1046,9800,559
1047,9800,1274
1048,713,418
1049,713,5186
1050,713,7832
1051,713,14089
1052,8291,5
1053,18133,9195
1054,25557,915
1055,22588,33
1056,10872,9195
1057,10872,10288
1058,1245,5
1059,1245,2370
1060,11858,1504
1061,11858,9195
1062,7007,306
1063,7007,8780
1064,10467,5
1065,10467,10157
1066,5550,41
1067,8005,9
1068,8005,306
1069,8005,5612
1070,2088,10163
1071,2088,31080
1072,2088,36907
1073,10412,5186
1074,10412,11840
1075,10412,39712
1076,10412,50619
1077,47889,75712
1078,47889,75713
1079,14534,559
1080,56583,14374
1081,56583,36789
1082,56583,36790
1083,41878,249
1084,41878,16366
1085,424,33
1086,424,56
1087,35233,306
1088,35233,28822
1089,14291,932
1090,103413,508
1091,103413,644
1092,103413,6194
1093,103413,37265
1094,11236,70
1095,11236,6194
1096,11592,11308
1097,11592,17411
1098,8850,33
1099,10445,5553
1100,10445,11308
1101,695,8
1102,695,272
1103,695,408
1104,43535,9195
1105,12519,14
1106,12519,25158
1107,12519,25159
1108,12519,25160
1109,23210,8411
1110,23210,10104
1111,23210,36889
1112,858,559
1113,867,4
1114,867,94856
1115,78,5798
1116,78,6194
1117,78,7965
1118,13203,915
1119,10442,559
1120,11074,5848
1121,11074,6386
1122,9607,915
1123,9607,1504
1124,9607,1755
1125,9607,5888
1126,9607,12288
1127,17585,12
1128,9057,915
1129,9057,1382
1130,9057,10201
1131,9057,12883
1132,20967,164
1133,10635,559
1134,10635,11061
1135,9479,8601
1136,9479,8835
1137,9479,9195
1138,10057,2
1139,10057,175
1140,11969,915
1141,11969,1504
1142,41590,6194
1143,41590,10210
1144,319,342
1145,319,3322
1146,319,6194
1147,319,10210
1148,15139,306
1149,15139,6189
1150,161158,806
1151,161158,1203
1152,161158,2480
1153,85247,10348
1154,85247,37572
1155,51980,82
1156,51980,83
1157,51980,1524
1158,24405,6194
1159,24405,10210
1160,11655,6566
1161,11800,8
1162,11800,2658
1163,8223,7832
1164,8223,11736
1165,14587,5778
1166,31504,5
1167,31504,97
1168,41653,157
1169,41653,235
1170,41653,6181
1171,41653,7446
1172,17600,8
1173,17600,55150
1174,17600,55151
1175,10897,33
1176,10897,56
1177,10897,23506
1178,21352,4
1179,37345,559
1180,32562,58
1181,32562,181
1182,32562,201
1183,32562,1606
1184,32562,3268
1185,32562,3614
1186,32562,4606
1187,32562,58855
1188,25403,9364
1189,25403,16366
1190,25403,20769
1191,124304,37352
1192,124304,37353
1193,124304,37354
1194,9066,4
1195,771,306
1196,771,477
1197,251,4
1198,812,2
1199,280,574
1200,280,1280
1201,280,5358
1202,280,14723
1203,280,61409
1204,581,335
1205,581,2630
1206,80350,16636
1207,268,1382
1208,268,4357
1209,268,6194
1210,274,41
1211,274,55072
1212,408,3166
1213,10020,2
1214,10020,6125
1215,10020,10282
1216,10895,6
1217,10895,3166
1218,114,9195
1219,114,10282
1220,41043,7399
1221,41043,23647
1222,41043,38963
1223,576,4051
1224,15477,4063
1225,59146,5551
1226,30528,306
1227,30528,46108
1228,7300,306
1229,7300,711
1230,7300,10103
1231,7300,81131
1232,10824,278
1233,10824,1382
1234,261246,5996
1235,275,1382
1236,275,10163
1237,25059,2
1238,11827,4952
1239,8766,14
1240,8766,7405
1241,8766,15343
1242,23570,14
1243,23570,65446
1244,47333,14
1245,10112,3166
1246,4307,49
1247,4307,105
1248,46029,1382
1249,46029,6861
1250,46029,9195
1251,46029,10201
1252,46029,20295
1253,46029,21108
1254,32308,33
1255,52873,356
1256,52873,635
1257,44281,71842
1258,44281,75423
1259,44281,75424
1260,28121,12
1261,28121,11308
1262,12520,441
1263,12520,6032
1264,12520,38091
1265,1592,4
1266,19042,8411
1267,38884,45
1268,38884,225
1269,38884,315
1270,38884,744
1271,38884,850
1272,38884,982
1273,38884,983
1274,38884,986
1275,38884,3324
1276,38884,6639
1277,38884,9335
1278,38884,10163
1279,38884,12745
1280,38884,14245
1281,38884,30226
1282,47449,1302
1283,47449,38179
1284,47449,38180
1285,36259,12
1286,41852,60
1287,9099,23
1288,9099,33
1289,2021,247
1290,2021,271
1291,2021,5358
1292,2021,20777
1293,2021,31080
1294,61752,43
1295,61752,4319
1296,10988,976
1297,10988,3668
1298,10988,6194
1299,10988,10210
1300,11479,311
1301,11479,3823
1302,11479,5358
1303,11479,9195
1304,11479,14191
1305,398959,101
1306,398959,80481
1307,287305,7025
1308,339428,191
1309,10684,306
1310,10684,1302
1311,954,4
1312,954,44
1313,68445,7325
1314,68445,7326
1315,68445,7327
1316,18989,2231
1317,18989,8411
1318,18989,10355
1319,10801,47
1320,54285,6636
1321,8840,33
1322,11107,915
1323,11107,1382
1324,11107,3492
1325,16417,1066
1326,16417,38208
1327,16417,38209
1328,10363,641
1329,10363,7046
1330,10363,11290
1331,161070,247
1332,161070,20928
1333,161070,38178
1334,10539,2
1335,10539,1755
1336,10543,23
1337,10543,33
1338,18414,4
1339,18414,126
1340,47502,12
1341,47502,14
1342,11902,653
1343,11902,6242
1344,27098,17666
1345,25087,10354
1346,5801,1984
1347,896,26424
1348,3065,33
1349,3065,37
1350,3065,1310
1351,2300,3592
1352,2300,8816
1353,2300,55527
1354,8069,4
1355,8069,1216
1356,8069,1497
1357,288173,4106
1358,221917,97
1359,221917,441
1360,221917,16832
1361,8072,46654
1362,8072,54659
1363,8072,63558
1364,35797,875
1365,35797,900
1366,35797,16772
1367,83857,52599
1368,33245,5270
1369,27281,2
1370,27281,10201
1371,105045,264
1372,105045,310
1373,105045,1712
1374,105045,5358
1375,105045,5982
1376,105045,7025
1377,40001,559
1378,29621,8331
1379,29621,23098
1380,29621,38955
1381,20762,285
1382,48260,1854
1383,48260,8095
1384,48260,12745
1385,12656,8
1386,12656,216
1387,38867,12
1388,38867,2480
1389,38867,26109
1390,25969,12
1391,44103,4655
1392,753,452
1393,753,453
1394,753,454
1395,43634,1382
1396,43634,9195
1397,43634,10201
1398,9103,33
1399,9103,2982
1400,9103,10828
1401,9103,38114
1402,29649,216
1403,29649,559
1404,10990,8411
1405,8866,306
1406,8866,55140
1407,12233,2
1408,12233,554
1409,23449,175
1410,23449,915
1411,36355,33
1412,36355,27128
1413,36355,38181
1414,37667,1066
1415,37667,3324
1416,37667,53009
1417,90148,14
1418,922,182
1419,922,254
1420,922,506
1421,922,663
1422,11876,83
1423,11876,582
1424,11876,5358
1425,52633,17777
1426,11687,104
1427,11687,7961
1428,11687,16804
1429,9304,441
1430,73183,33624
1431,9100,5
1432,20759,306
1433,20759,54051
1434,20759,89312
1435,46063,9195
1436,40651,254
1437,40651,3541
1438,40651,64448
1439,36915,12
1440,36915,364
1441,36915,6137
1442,36915,10171
1443,36915,11308
1444,9802,915
1445,9802,10288
1446,25697,364
1447,25697,1121
1448,25697,11308
1449,664,33
1450,664,56
1451,664,6194
1452,664,23370
1453,11867,278
1454,11867,552
1455,11867,1382
1456,47119,83
1457,47119,1524
1458,47119,5358
1459,47119,18367
1460,47119,28400
1461,47119,93503
1462,314352,101
1463,314352,740
1464,314352,9023
1465,9323,528
1466,9323,6999
1467,9323,12657
1468,10280,4
1469,10280,10355
1470,10535,915
1471,124613,19262
1472,532,297
1473,26744,3333
1474,26744,19760
1475,16299,12
1476,16299,11308
1477,10547,285
1478,10547,12450
1479,10547,12451
1480,245268,8411
1481,935,88
1482,935,441
1483,55613,6697
1484,55613,6698
1485,55613,6700
1486,41007,14
1487,41007,36995
1488,35645,33
1489,35645,11393
1490,35645,69627
1491,110465,8411
1492,255546,181
1493,255546,21454
1494,40751,708
1495,11101,998
1496,11101,1704
1497,11101,21948
1498,11101,23417
1499,9826,4
1500,9826,79
1501,9826,7965
1502,9879,5
1503,9879,97
1504,22621,4125
1505,7095,70
1506,7095,915
1507,7095,2173
1508,26890,2492
1509,26890,17179
1510,26890,28205
1511,46732,8
1512,46732,17064
1513,124633,393
1514,124633,5358
1515,124633,5983
1516,124633,16975
1517,124633,18188
1518,124633,30226
1519,124633,86296
1520,77771,72471
1521,77771,72472
1522,181083,72469
1523,41225,512
1524,41225,2260
1525,41225,7508
1526,41225,73349
1527,87190,1152
1528,87190,21072
1529,87190,21073
1530,87190,21074
1531,87190,21075
1532,87190,21076
1533,627,14
1534,627,181
1535,627,358
1536,627,359
1537,627,9349
1538,32872,4
1539,32872,126
1540,602,306
1541,602,347
1542,14553,43
1543,14553,11561
1544,14553,14698
1545,14553,15671
1546,14553,20783
1547,9566,559
1548,9566,1236
1549,10545,2
1550,9894,441
1551,11543,2090
1552,11543,8411
1553,9268,824
1554,9268,6194
1555,9327,23
1556,9327,33
1557,123763,61085
1558,81949,104
1559,81949,6274
1560,183955,4095
1561,183955,50180
1562,44535,231
1563,44535,21304
1564,44535,25129
1565,78285,875
1566,78285,16772
1567,11228,33
1568,11228,1302
1569,10779,11
1570,10779,33
1571,26748,97
1572,26748,441
1573,26748,11948
1574,38223,4
1575,38223,2070
1576,38223,2348
1577,9294,9195
1578,49963,181
1579,49963,254
1580,49963,3644
1581,49963,10565
1582,49963,11912
1583,49963,53407
1584,49963,53408
1585,11363,43
1586,1645,508
1587,1645,6194
1588,31546,181
1589,31546,826
1590,31546,2154
1591,31546,28205
1592,31546,28206
1593,77056,5358
1594,77056,30232
1595,36344,97
1596,36344,441
1597,36344,87554
1598,18550,8411
1599,11511,9195
1600,11511,10201
1601,172198,1655
1602,172198,7248
1603,172198,8138
1604,34170,60
1605,34170,2231
1606,34170,2630
1607,124645,3324
1608,12606,4
1609,35206,41954
1610,35206,56112
1611,4837,109
1612,4837,223
1613,9098,328
1614,9098,2572
1615,18975,12
1616,18975,2499
1617,18975,11308
1618,2925,258
1619,28628,1422
1620,28628,3324
1621,28628,17179
1622,3595,9195
1623,3595,90663
1624,9308,559
1625,92381,41
1626,92381,285
1627,18555,11661
1628,18555,24827
1629,18555,26192
1630,12123,306
1631,12123,2377
1632,12123,20004
1633,10830,216
1634,10830,559
1635,3573,14
1636,3573,1363
1637,3573,1443
1638,10546,14
1639,18862,8411
1640,18862,11661
1641,31417,1679
1642,31417,13437
1643,9431,33
1644,9431,69626
1645,9431,69627
1646,144982,5333
1647,47907,97
1648,10061,4
1649,10061,11661
1650,36266,1871
1651,36266,5358
1652,36266,5869
1653,36266,6849
1654,36266,11793
1655,36266,16366
1656,36266,18367
1657,36266,21331
1658,36266,78239
1659,36266,78240
1660,549,53009
1661,549,93380
1662,549,93381
1663,10478,508
1664,10478,6194
1665,66634,2756
1666,116690,4641
1667,213917,6274
1668,238,4
1669,238,10211
1670,159,47
1671,159,99
1672,11134,2521
1673,11134,3054
1674,88224,2974
1675,132641,882
1676,9303,10308
1677,9303,10355
1678,23945,508
1679,23945,6194
1680,37820,8724
1681,37820,11840
1682,37820,31317
1683,22479,8
1684,22479,7832
1685,22479,37163
1686,9054,175
1687,9054,915
1688,9054,961
1689,11985,25345
1690,10232,2592
1691,59569,525
1692,59569,15123
1693,38955,2521
1694,11015,4
1695,11015,33
1696,11015,657
1697,11015,762
1698,11015,1280
1699,11015,1382
1700,11015,4650
1701,11015,7237
1702,11015,15278
1703,9306,12
1704,12559,2
1705,12559,175
1706,58770,33
1707,58770,37
1708,58770,56
1709,3587,508
1710,3587,1484
1711,3587,6194
1712,10723,33
1713,56077,4169
1714,56077,90100
1715,56077,90101
1716,19004,4285
1717,10987,14
1718,44705,8
1719,44705,288
1720,44705,491
1721,44705,3102
1722,20318,8
1723,43596,52003
1724,26933,635
1725,26933,4790
1726,26933,5358
1727,26933,6849
1728,26933,11332
1729,26933,18367
1730,26933,30576
1731,27854,4
1732,981,8411
1733,872,8411
1734,13320,4
1735,164,4
1736,164,11355
1737,426,4
1738,426,10715
1739,567,4
1740,3078,441
1741,13528,8411
1742,28288,6
1743,213,8411
1744,284,60
1745,284,11241
1746,239,219
1747,239,11982
1748,4808,33
1749,289,6194
1750,963,6194
1751,11113,6194
1752,6620,4
1753,804,4
1754,26531,306
1755,770,1553
1756,770,8411
1757,31044,5612
1758,31044,8411
1759,599,4
1760,15,6
1761,15,11447
1762,62,385
1763,62,8411
1764,121357,4
1765,705,306
1766,22490,8411
1767,223,1553
1768,25670,60
1769,25670,10096
