,movie_id,genre_id
421,47608,10749
422,2293,10749
423,2293,35
424,9070,28
425,9070,12
426,9070,878
427,9070,10751
428,9070,14
429,68274,35
430,68274,18
431,68274,10749
432,48787,53
433,48787,10769
434,34574,27
435,34574,53
436,1642,80
437,1642,18
438,1642,9648
439,1642,53
440,1642,28
441,11472,35
442,36196,35
443,11980,14
444,11980,27
445,11980,53
446,58372,14
447,58372,35
448,58372,18
449,32646,18
450,10533,18
451,10533,36
452,10533,10749
453,56088,99
454,10802,18
455,10149,35
456,10149,18
457,18402,35
458,9348,878
459,9348,27
460,9348,28
461,139408,18
462,281,80
463,281,18
464,281,878
465,281,53
466,5967,18
467,5967,10749
468,79593,53
469,47939,18
470,47939,14
471,36834,18
472,36834,10749
473,9090,35
474,3512,28
475,3512,53
476,52856,35
477,52856,18
478,52856,10751
479,77350,99
480,9560,18
481,9560,10749
482,9804,12
483,9804,28
484,31611,18
485,65796,28
486,65796,37
487,49805,18
488,26258,12
489,26258,28
490,26258,35
491,26258,80
492,26258,10751
493,50797,18
494,19155,18
495,19155,10752
496,76,18
497,76,10749
498,11017,35
499,37141,18
500,37141,53
501,9382,35
502,9382,18
503,6715,18
504,6715,10751
505,18256,53
506,18256,18
507,18256,27
508,18256,9648
509,22625,18
510,22625,10751
511,22625,10749
512,2292,35
513,1909,10749
514,1909,18
515,1909,35
516,8984,18
517,8984,53
518,8984,80
519,8984,9648
520,8984,10749
521,61813,53
522,4954,28
523,4954,12
524,4954,53
525,62488,80
526,62488,35
527,62488,14
528,10531,18
529,10531,53
530,10531,9648
531,11929,80
532,11929,18
533,11929,9648
534,8467,35
535,10451,35
536,10451,18
537,10451,10749
538,20156,18
539,20156,9648
540,18395,53
541,18395,35
542,18395,80
543,18395,10749
544,522,35
545,522,18
546,522,36
547,397,35
548,397,10749
549,10525,35
550,10525,18
551,10525,10749
552,27985,28
553,27985,12
554,27985,18
555,27985,10751
556,15789,10749
557,15789,16
558,15789,10751
559,15789,35
560,15789,12
561,27303,18
562,27303,53
563,21183,18
564,21183,10751
565,21183,14
566,10954,36
567,10954,18
568,47867,18
569,47867,10751
570,47867,14
571,43475,14
572,43475,16
573,43475,878
574,43475,10751
575,72031,18
576,72031,28
577,72031,53
578,72031,80
579,14275,99
580,1024,18
581,1024,14
582,17207,35
583,17207,10751
584,13701,18
585,13701,10402
586,13701,10749
587,14819,35
588,14819,10751
589,14819,18
590,32631,28
591,32631,53
592,11777,35
593,11777,18
594,11777,10749
595,628,27
596,628,10749
597,87729,18
598,87729,10749
599,18713,35
600,18713,80
601,6280,35
602,6280,10751
603,6280,10749
604,9061,28
605,9061,18
606,9061,9648
607,9061,53
608,37108,12
609,37108,14
610,37108,35
611,37108,878
612,37108,10751
613,6071,28
614,6071,80
615,6071,18
616,6071,53
617,11,12
618,11,28
619,11,878
620,9587,18
621,9587,10749
622,19101,18
623,19101,10751
624,19101,14
625,49980,18
626,17961,80
627,17961,18
628,18183,18
629,18183,10749
630,4476,12
631,4476,18
632,4476,10749
633,4476,10752
634,11008,12
635,11008,35
636,11008,10751
637,47504,28
638,47504,18
639,32325,80
640,32325,18
641,43742,18
642,43742,10749
643,28313,18
644,11318,35
645,11318,18
646,11318,36
647,3036,18
648,3036,27
649,3036,878
650,3036,10749
651,40490,28
652,40490,35
653,40490,10751
654,24070,35
655,24070,18
656,24070,10749
657,8986,35
658,8986,10749
659,10510,14
660,10510,18
661,10510,10751
662,17402,35
663,17402,10749
664,38722,35
665,38722,18
666,8438,80
667,8438,18
668,11593,18
669,11593,35
670,1945,18
671,1945,53
672,39310,80
673,39310,18
674,109560,28
675,109560,53
676,109560,80
677,109560,18
678,56428,27
679,63105,878
680,63105,28
681,63105,53
682,131957,18
683,131957,10749
684,241,80
685,241,53
686,241,18
687,9058,35
688,9058,18
689,9058,10749
690,527,18
691,18220,18
692,18220,10749
693,18220,53
694,6950,28
695,6950,18
696,6950,878
697,6950,53
698,101,53
699,101,80
700,101,18
701,63020,35
702,63020,18
703,63020,10749
704,2307,35
705,2307,18
706,2307,10749
707,680,53
708,680,80
709,41478,18
710,25296,35
711,25296,18
712,40156,18
713,40156,10749
714,11450,36
715,11450,18
716,30304,18
717,30304,36
718,10452,18
719,10452,36
720,12106,28
721,12106,37
722,161495,18
723,161495,35
724,3586,18
725,3586,35
726,110,18
727,110,9648
728,110,10749
729,108,18
730,108,10402
731,108,9648
732,109,35
733,109,18
734,109,9648
735,159185,18
736,36357,35
737,36357,10751
738,36357,10770
739,92769,27
740,92769,18
741,28033,35
742,28033,18
743,22586,16
744,14334,18
745,14334,10751
746,14334,14
747,2636,28
748,2636,53
749,2164,28
750,2164,12
751,2164,878
752,11395,14
753,11395,18
754,11395,35
755,11395,10751
756,278,18
757,278,80
758,9905,80
759,9905,53
760,87078,18
761,87078,53
762,12527,35
763,12527,18
764,20306,80
765,20306,35
766,36614,35
767,36614,18
768,36614,10749
769,27993,35
770,31439,18
771,31439,10749
772,31439,10752
773,9067,28
774,9067,35
775,9067,14
776,9067,878
777,9059,27
778,9059,35
779,9059,53
780,193,878
781,193,28
782,193,12
783,193,53
784,25066,80
785,25066,27
786,25066,53
787,46797,18
788,46797,10749
789,12122,53
790,12122,27
791,12122,878
792,11381,35
793,32636,18
794,32636,10749
795,36141,53
796,36141,80
797,95963,18
798,95963,10752
799,1587,10749
800,1587,18
801,9271,28
802,9271,80
803,9271,878
804,9271,53
805,2064,35
806,2064,18
807,2064,10749
808,19855,18
809,60855,35
810,60855,10749
811,236,18
812,236,35
813,236,10749
814,48287,35
815,48287,18
816,48287,10751
817,3049,35
818,3049,9648
819,2759,18
820,2759,35
821,12635,18
822,12635,10402
823,10497,53
824,10497,18
825,10497,10749
826,11382,28
827,11382,35
828,11382,53
829,9331,28
830,9331,18
831,9331,53
832,10731,18
833,10731,53
834,10731,80
835,10731,9648
836,10464,35
837,10464,18
838,10464,10751
839,10464,10749
840,34152,35
841,34152,18
842,9495,14
843,9495,28
844,9495,53
845,29973,18
846,888,14
847,888,35
848,888,10751
849,13,35
850,13,18
851,13,10749
852,712,35
853,712,18
854,712,10749
855,16295,10749
856,16295,18
857,16295,80
858,48992,35
859,48992,18
860,48992,10749
861,10879,28
862,10879,35
863,10879,10749
864,10660,35
865,10660,18
866,10660,10749
867,10714,12
868,10714,18
869,10714,10751
870,41647,99
871,41647,10769
872,8587,10751
873,8587,16
874,8587,18
875,1689,18
876,1689,36
877,11596,27
878,11596,53
879,11596,9648
880,11596,14
881,854,10749
882,854,35
883,854,80
884,854,14
885,9359,28
886,9359,12
887,9359,35
888,9359,18
889,9359,37
890,23333,18
891,36593,35
892,36593,80
893,12280,35
894,12280,18
895,2788,18
896,10427,80
897,10427,18
898,10427,53
899,11011,35
900,11011,10751
901,49803,18
902,8987,28
903,8987,12
904,8987,80
905,8987,53
906,1637,28
907,1637,12
908,1637,80
909,15128,35
910,15128,10749
911,8831,53
912,8831,878
913,8831,28
914,8831,80
915,36955,28
916,36955,53
917,10449,18
918,10449,10749
919,10395,14
920,12160,18
921,12160,28
922,12160,37
923,40480,28
924,40480,80
925,40480,10749
926,40480,53
927,52038,35
928,52038,18
929,29444,35
930,29444,18
931,26352,28
932,26352,35
933,26352,80
934,39953,18
935,41580,18
936,315,28
937,315,80
938,22067,80
939,22067,18
940,22067,10749
941,18242,16
942,18242,878
943,11667,28
944,11667,12
945,11667,53
946,32502,28
947,32502,35
948,28732,28
949,28732,12
950,28732,80
951,28732,18
952,28732,53
953,75555,27
954,75555,53
955,42981,99
956,278939,10749
957,278939,12
958,278939,80
959,278939,18
960,291731,53
961,291731,18
962,226229,28
963,226229,53
964,203119,35
965,316098,99
966,8011,28
967,8011,14
968,8011,878
969,2654,27
970,2654,9648
971,2654,53
972,18069,18
973,18069,10749
974,19092,80
975,19092,18
976,2758,35
977,2758,10751
978,2758,14
979,38129,35
980,10436,18
981,10436,10749
982,13595,35
983,13595,80
984,13595,10402
985,46094,35
986,46094,10751
987,9409,28
988,9409,35
989,11853,28
990,11853,12
991,11853,35
992,11853,18
993,11853,37
994,16771,35
995,16771,18
996,16771,10749
997,46924,18
998,46924,35
999,46924,14
1000,11041,35
1001,306,28
1002,306,35
1003,306,80
1004,14522,28
1005,14522,12
1006,14522,18
1007,14522,10751
1008,26203,9648
1009,26203,80
1010,26203,18
1011,26203,53
1012,178,18
1013,178,28
1014,178,53
1015,19819,18
1016,57834,18
1017,57834,10749
1018,4722,27
1019,4722,878
1020,4722,53
1021,18215,18
1022,18215,10749
1023,1607,18
1024,1607,80
1025,26391,35
1026,117553,18
1027,117553,35
1028,6075,28
1029,6075,80
1030,6075,18
1031,6075,53
1032,11310,28
1033,11310,35
1034,11310,18
1035,11310,37
1036,18658,35
1037,18658,53
1038,18658,9648
1039,9350,28
1040,9350,12
1041,9350,53
1042,9612,35
1043,9612,878
1044,9612,10751
1045,2124,18
1046,2124,9648
1047,2124,10749
1048,2124,53
1049,26261,28
1050,26261,35
1051,26261,10751
1052,19176,37
1053,19176,28
1054,19176,35
1055,49299,18
1056,11566,35
1057,9571,35
1058,9571,18
1059,9739,80
1060,9739,28
1061,9739,878
1062,24257,99
1063,34444,37
1064,34444,18
1065,34444,35
1066,34444,10749
1067,26141,35
1068,10997,18
1069,50463,18
1070,50463,35
1071,50463,10749
1072,10443,18
1073,20239,35
1074,16297,35
1075,16297,18
1076,18551,18
1077,18551,9648
1078,18551,10749
1079,25440,35
1080,25440,53
1081,25440,9648
1082,25440,10749
1083,25440,10769
1084,9024,35
1085,9024,10749
1086,37233,18
1087,37233,9648
1088,37233,53
1089,1634,10751
1090,1634,12
1091,13815,80
1092,13815,18
1093,13815,53
1094,5503,12
1095,5503,28
1096,5503,53
1097,5503,80
1098,5503,9648
1099,35588,36
1100,35588,28
1101,35588,18
1102,35588,37
1103,2087,18
1104,2087,28
1105,2087,53
1106,41579,10751
1107,41579,35
1108,41579,80
1109,18620,18
1110,18620,10749
1111,41006,35
1112,41006,18
1113,4916,18
1114,4916,53
1115,2019,28
1116,2019,12
1117,2019,80
1118,2019,53
1119,31642,36
1120,31642,10752
1121,31642,28
1122,31642,18
1123,9255,28
1124,9255,35
1125,9255,10752
1126,26271,35
1127,10612,18
1128,10612,35
1129,10612,10749
1130,2259,10749
1131,2259,18
1132,16097,35
1133,11934,35
1134,11934,18
1135,106143,35
1136,106143,18
1137,12475,35
1138,9386,28
1139,9386,18
1140,9386,53
1141,9386,80
1142,9386,9648
1143,7984,18
1144,59930,35
1145,59930,18
1146,59930,10749
1147,15765,18
1148,15765,10402
1149,31643,35
1150,6,28
1151,6,53
1152,6,80
1153,329,12
1154,329,878
1155,10909,53
1156,10909,80
1157,507,28
1158,507,80
1159,507,18
1160,507,53
1161,34024,18
1162,29918,28
1163,29918,12
1164,29918,18
1165,29918,10751
1166,9593,12
1167,9593,14
1168,9593,28
1169,9593,35
1170,9593,10751
1171,42580,35
1172,42580,10751
1173,22317,28
1174,22317,35
1175,22317,37
1176,1413,18
1177,1413,10749
1178,12121,35
1179,2246,18
1180,2246,80
1181,10502,18
1182,10440,35
1183,10440,9648
1184,9516,18
1185,9516,28
1186,9516,80
1187,2320,28
1188,2320,12
1189,2320,18
1190,2320,53
1191,5879,18
1192,5879,10749
1193,83718,53
1194,83718,35
1195,83718,18
1196,83718,10749
1197,11971,18
1198,11971,35
1199,11971,10749
1200,2625,18
1201,2625,10749
1202,31911,35
1203,31911,10749
1204,788,35
1205,788,18
1206,788,10751
1207,21450,35
1208,21450,18
1209,11231,12
1210,41588,35
1211,41588,18
1212,10447,28
1213,10447,18
1214,10447,878
1215,10447,53
1216,31586,35
1217,31586,18
1218,31586,10751
1219,31586,14
1220,31586,878
1221,9300,10749
1222,9300,18
1223,9300,14
1224,9559,80
1225,9559,18
1226,9559,53
1227,9800,18
1228,713,18
1229,713,10749
1230,8291,18
1231,8291,10749
1232,18133,18
1233,25557,27
1234,25557,878
1235,25557,53
1236,22588,35
1237,22588,80
1238,22588,18
1239,22588,10402
1240,22588,9648
1241,22588,10749
1242,10872,35
1243,1245,18
1244,1245,10749
1245,11858,35
1246,11858,10752
1247,7007,28
1248,7007,18
1249,7007,53
1250,10467,35
1251,10467,10749
1252,5550,28
1253,5550,12
1254,5550,80
1255,5550,878
1256,5550,53
1257,8005,35
1258,2088,28
1259,2088,80
1260,2088,18
1261,2088,53
1262,10412,28
1263,10412,18
1264,10412,53
1265,47889,18
1266,47889,10749
1267,14534,18
1268,56583,18
1269,41878,18
1270,424,18
1271,424,36
1272,424,10752
1273,35233,35
1274,35233,18
1275,14291,18
1276,103413,18
1277,11236,18
1278,11236,10751
1279,11236,14
1280,11592,35
1281,11592,80
1282,11592,27
1283,11592,53
1284,8850,12
1285,8850,14
1286,8850,28
1287,8850,53
1288,8850,878
1289,10445,18
1290,10445,10749
1291,695,35
1292,695,18
1293,43535,18
1294,43535,10751
1295,12519,35
1296,12519,18
1297,23210,9648
1298,23210,18
1299,23210,35
1300,858,35
1301,858,18
1302,858,10749
1303,867,18
1304,867,53
1305,78,878
1306,78,18
1307,78,53
1308,13203,35
1309,13203,18
1310,13203,10749
1311,10442,35
1312,10442,80
1313,10442,10749
1314,11074,80
1315,11074,28
1316,11074,9648
1317,11074,53
1318,33367,36
1319,33367,18
1320,33367,10749
1321,9607,12
1322,9607,35
1323,9607,10751
1324,9607,14
1325,17585,28
1326,17585,12
1327,17585,53
1328,17585,80
1329,9057,28
1330,9057,53
1331,20967,18
1332,20967,10402
1333,10635,35
1334,10635,18
1335,10635,10751
1336,10635,10749
1337,9479,14
1338,9479,16
1339,9479,10751
1340,10057,28
1341,10057,12
1342,10057,35
1343,11969,28
1344,11969,12
1345,11969,18
1346,11969,36
1347,11969,37
1348,41590,18
1349,41590,28
1350,41590,53
1351,319,28
1352,319,53
1353,319,80
1354,319,10749
1355,26408,99
1356,26408,36
1357,15139,14
1358,15139,878
1359,15139,10751
1360,15139,16
1361,161158,18
1362,161158,35
1363,85247,53
1364,85247,18
1365,85247,10749
1366,11446,35
1367,11446,18
1368,51980,18
1369,51980,10749
1370,24405,35
1371,24405,10749
1372,11655,18
1373,11655,27
1374,11655,53
1375,11800,35
1376,11800,10749
1377,8223,35
1378,8223,18
1379,14587,35
1380,14587,18
1381,31504,35
1382,31504,10751
1383,41653,18
1384,53185,10770
1385,53185,18
1386,53185,10749
1387,53185,35
1388,95743,18
1389,95743,10749
1390,23637,35
1391,23637,10769
1392,17600,35
1393,17600,18
1394,10897,10749
1395,10897,35
1396,10897,10751
1397,349394,35
1398,21352,18
1399,21352,10751
1400,21352,12
1401,68806,53
1402,68806,80
1403,68806,18
1404,37345,35
1405,37345,18
1406,37345,36
1407,37345,9648
1408,32562,36
1409,32562,99
1410,47507,18
1411,47507,35
1412,47507,10749
1413,47507,10769
1414,25403,35
1415,25403,18
1416,124304,10749
1417,124304,18
1418,9066,35
1419,771,35
1420,771,10751
1421,251,14
1422,251,18
1423,251,53
1424,251,9648
1425,251,10749
1426,812,16
1427,812,10751
1428,812,35
1429,812,12
1430,812,14
1431,812,10749
1432,280,28
1433,280,53
1434,280,878
1435,581,12
1436,581,18
1437,581,37
1438,80350,53
1439,80350,28
1440,80350,18
1441,268,14
1442,268,28
1443,274,80
1444,274,18
1445,274,53
1446,408,14
1447,408,16
1448,408,10751
1449,10020,10749
1450,10020,10751
1451,10020,16
1452,10020,14
1453,10020,10402
1454,10895,16
1455,10895,10751
1456,114,10749
1457,114,35
1458,41043,35
1459,41043,18
1460,41043,14
1461,576,12
1462,576,37
1463,15477,80
1464,15477,53
1465,59146,18
1466,59146,10769
1467,59146,10749
1468,30528,35
1469,30528,10749
1470,7300,35
1471,7300,10749
1472,10824,27
1473,261246,10749
1474,261246,18
1475,275,80
1476,275,18
1477,275,53
1478,25059,12
1479,25059,35
1480,25059,18
1481,25059,10751
1482,11827,16
1483,11827,878
1484,8766,27
1485,8766,53
1486,8766,878
1487,23570,35
1488,23570,10749
1489,47333,18
1490,47333,10749
1491,54850,18
1492,54850,9648
1493,54850,53
1494,51242,35
1495,51242,10769
1496,10112,16
1497,10112,35
1498,10112,10751
1499,10112,12
1500,4307,18
1501,4307,10749
1502,46029,35
1503,46029,10749
1504,32308,35
1505,32308,10751
1506,88893,12
1507,88893,18
1508,88893,99
1509,52873,18
1510,340210,53
1511,340210,28
1512,340210,18
1513,44281,35
1514,44281,18
1515,28121,35
1516,28121,53
1517,28121,80
1518,28121,10749
1519,12520,35
1520,12520,53
1521,12520,80
1522,12520,18
1523,1592,80
1524,1592,18
1525,1592,9648
1526,1592,53
1527,36447,18
1528,36447,10749
1529,19042,10749
1530,19042,16
1531,19042,10751
1532,19042,12
1533,19042,14
1534,38884,18
1535,38884,36
1536,38884,10752
1537,38884,10749
1538,47449,35
1539,36259,14
1540,36259,878
1541,36259,10751
1542,41852,35
1543,41852,18
1544,40926,18
1545,40926,53
1546,9099,35
1547,9099,10751
1548,2021,35
1549,2021,18
1550,2021,10749
1551,61752,35
1552,10988,18
1553,10988,27
1554,10988,9648
1555,10988,53
1556,11479,12
1557,11479,18
1558,11479,35
1559,11479,10751
1560,398959,10749
1561,398959,18
1562,287305,35
1563,339428,35
1564,12652,18
1565,12652,10749
1566,10684,18
1567,10684,53
1568,10684,9648
1569,10684,10752
1570,954,12
1571,954,28
1572,954,53
1573,68445,18
1574,68445,35
1575,18989,18
1576,18989,10749
1577,10801,35
1578,54285,27
1579,54285,9648
1580,54285,53
1581,8840,14
1582,278978,18
1583,124625,18
1584,11107,28
1585,11107,35
1586,16417,18
1587,16417,35
1588,10363,80
1589,10363,18
1590,10363,53
1591,161070,10749
1592,161070,35
1593,161070,18
1594,10539,12
1595,10539,16
1596,10539,10751
1597,10543,18
1598,10543,53
1599,10543,10749
1600,18414,35
1601,47502,35
1602,47502,80
1603,47502,18
1604,11902,10752
1605,11902,18
1606,11902,35
1607,27098,10752
1608,27098,18
1609,27098,10749
1610,25087,28
1611,25087,53
1612,5801,18
1613,896,18
1614,3065,35
1615,3065,878
1616,2300,16
1617,2300,35
1618,2300,18
1619,2300,10751
1620,2300,14
1621,8069,878
1622,288173,53
1623,288173,28
1624,288173,18
1625,187851,35
1626,187851,27
1627,187851,878
1628,27768,18
1629,27768,53
1630,221917,18
1631,221917,10749
1632,8072,18
1633,8072,878
1634,8072,9648
1635,35797,18
1636,88030,99
1637,88030,10769
1638,83857,27
1639,83857,18
1640,83857,53
1641,33245,18
1642,124460,18
1643,124460,10749
1644,27281,28
1645,27281,12
1646,27281,35
1647,27281,10751
1648,105045,18
1649,105045,10749
1650,40001,35
1651,40001,10749
1652,40001,18
1653,29621,28
1654,29621,12
1655,29621,878
1656,29621,53
1657,117730,18
1658,117730,10769
1659,20762,28
1660,20762,53
1661,37144,80
1662,37144,9648
1663,37144,53
1664,48260,80
1665,48260,18
1666,48260,10749
1667,48260,53
1668,12656,28
1669,12656,35
1670,12656,18
1671,12656,53
1672,38867,18
1673,38867,10749
1674,25969,35
1675,25969,18
1676,25969,10751
1677,25969,10749
1678,44103,18
1679,44103,36
1680,753,18
1681,43634,10749
1682,43634,18
1683,43634,9648
1684,9103,28
1685,9103,12
1686,90214,35
1687,90214,10749
1688,29649,18
1689,10990,18
1690,10990,9648
1691,10990,53
1692,8866,35
1693,8866,10749
1694,12233,16
1695,12233,35
1696,12233,10751
1697,23449,35
1698,36355,12
1699,36355,10751
1700,37667,18
1701,37667,53
1702,37667,9648
1703,37667,10749
1704,90148,18
1705,922,18
1706,922,14
1707,922,37
1708,11876,10752
1709,11876,12
1710,11876,18
1711,11876,10749
1712,52633,28
1713,52633,80
1714,52633,18
1715,62364,35
1716,62364,10769
1717,11687,14
1718,11687,35
1719,11687,878
1720,9304,35
1721,9304,14
1722,9304,878
1723,73183,99
1724,131232,18
1725,131232,10769
1726,9100,18
1727,9100,14
1728,9100,27
1729,9100,53
1730,20759,35
1731,20759,18
1732,46063,18
1733,46063,53
1734,32513,35
1735,32513,18
1736,32513,10749
1737,40651,16
1738,40651,18
1739,36915,18
1740,36915,9648
1741,36915,53
1742,40507,28
1743,40507,18
1744,40507,80
1745,40507,53
1746,9802,28
1747,9802,12
1748,9802,53
1749,25697,35
1750,21588,14
1751,21588,18
1752,21588,27
1753,21588,35
1754,664,28
1755,664,12
1756,664,18
1757,11867,28
1758,11867,878
1759,47119,18
1760,314352,35
1761,9323,28
1762,9323,16
1763,9323,878
1764,10280,27
1765,10280,53
1766,10535,28
1767,10535,35
1768,124613,35
1769,124613,18
1770,532,10751
1771,532,16
1772,532,35
1773,26744,18
1774,26744,28
1775,26744,80
1776,16299,35
1777,16299,10751
1778,10547,28
1779,10547,9648
1780,10547,878
1781,10547,53
1782,245268,18
1783,245268,10752
1784,935,18
1785,935,35
1786,935,10752
1787,55613,27
1788,55613,35
1789,55613,18
1790,55613,14
1791,41007,35
1792,41007,18
1793,41007,10749
1794,35645,18
1795,110465,10751
1796,110465,12
1797,255546,99
1798,40751,18
1799,40751,28
1800,85778,99
1801,11101,18
1802,11101,36
1803,11101,10752
1804,9826,12
1805,9826,28
1806,9879,18
1807,9879,53
1808,9879,80
1809,63564,18
1810,63564,35
1811,22621,18
1812,22621,10749
1813,7095,35
1814,7095,18
1815,7095,878
1816,26890,18
1817,46732,35
1818,46732,18
1819,46732,10751
1820,124633,18
1821,202425,10402
1822,202425,10749
1823,77771,18
1824,77771,10749
1825,181083,18
1826,41225,18
1827,41225,9648
1828,41225,27
1829,87190,37
1830,87190,18
1831,87190,10752
1832,627,18
1833,627,80
1834,32872,35
1835,32872,10749
1836,602,28
1837,602,12
1838,602,878
1839,14553,18
1840,14553,10749
1841,9566,18
1842,9566,9648
1843,9566,53
1844,10545,18
1845,10545,16
1846,10545,10751
1847,9894,35
1848,9894,18
1849,9894,53
